id,name,long_name,url,package_id,category
1,BaseEstimator,sklearn.base.BaseEstimator,https://scikit-learn.org/stable/modules/generated/sklearn.base.BaseEstimator.html,1,base
2,BiclusterMixin,sklearn.base.BiclusterMixin,https://scikit-learn.org/stable/modules/generated/sklearn.base.BiclusterMixin.html,1,base
3,ClassifierMixin,sklearn.base.ClassifierMixin,https://scikit-learn.org/stable/modules/generated/sklearn.base.ClassifierMixin.html,1,base
4,ClusterMixin,sklearn.base.ClusterMixin,https://scikit-learn.org/stable/modules/generated/sklearn.base.ClusterMixin.html,1,base
5,DensityMixin,sklearn.base.DensityMixin,https://scikit-learn.org/stable/modules/generated/sklearn.base.DensityMixin.html,1,base
6,RegressorMixin,sklearn.base.RegressorMixin,https://scikit-learn.org/stable/modules/generated/sklearn.base.RegressorMixin.html,1,base
7,TransformerMixin,sklearn.base.TransformerMixin,https://scikit-learn.org/stable/modules/generated/sklearn.base.TransformerMixin.html,1,base
8,clone,sklearn.base.clone,https://scikit-learn.org/stable/modules/generated/sklearn.base.clone.html,1,base
9,is_classifier,sklearn.base.is_classifier,https://scikit-learn.org/stable/modules/generated/sklearn.base.is_classifier.html,1,base
10,is_regressor,sklearn.base.is_regressor,https://scikit-learn.org/stable/modules/generated/sklearn.base.is_regressor.html,1,base
11,config_context,sklearn.config_context,https://scikit-learn.org/stable/modules/generated/sklearn.config_context.html,1,config
12,get_config,sklearn.get_config,https://scikit-learn.org/stable/modules/generated/sklearn.get_config.html,1,config
13,set_config,sklearn.set_config,https://scikit-learn.org/stable/modules/generated/sklearn.set_config.html,1,config
14,set_config,sklearn.set_config,https://scikit-learn.org/stable/modules/generated/sklearn.set_config.html,1,config
15,show_versions,sklearn.show_versions,https://scikit-learn.org/stable/modules/generated/sklearn.show_versions.html,1,config
16,CalibratedClassifierCV,sklearn.calibration.CalibratedClassifierCV,https://scikit-learn.org/stable/modules/generated/sklearn.calibration.CalibratedClassifierCV.html,1,calibration
17,calibration_curve,sklearn.calibration.calibration_curve,https://scikit-learn.org/stable/modules/generated/sklearn.calibration.calibration_curve.html,1,calibration
18,AffinityPropagation,sklearn.cluster.AffinityPropagation,https://scikit-learn.org/stable/modules/generated/sklearn.cluster.AffinityPropagation.html,1,clustering
19,AgglomerativeClustering,sklearn.cluster.AgglomerativeClustering,https://scikit-learn.org/stable/modules/generated/sklearn.cluster.AgglomerativeClustering.html,1,clustering
20,Birch,sklearn.cluster.Birch,https://scikit-learn.org/stable/modules/generated/sklearn.cluster.Birch.html,1,clustering
21,DBSCAN,sklearn.cluster.DBSCAN,https://scikit-learn.org/stable/modules/generated/sklearn.cluster.DBSCAN.html,1,clustering
22,OPTICS,sklearn.cluster.OPTICS,https://scikit-learn.org/stable/modules/generated/sklearn.cluster.OPTICS.html,1,clustering
23,FeatureAgglomeration,sklearn.cluster.FeatureAgglomeration,https://scikit-learn.org/stable/modules/generated/sklearn.cluster.FeatureAgglomeration.html,1,clustering
24,KMeans,sklearn.cluster.KMeans,https://scikit-learn.org/stable/modules/generated/sklearn.cluster.KMeans.html,1,clustering
25,MiniBatchKMeans,sklearn.cluster.MiniBatchKMeans,https://scikit-learn.org/stable/modules/generated/sklearn.cluster.MiniBatchKMeans.html,1,clustering
26,MeanShift,sklearn.cluster.MeanShift,https://scikit-learn.org/stable/modules/generated/sklearn.cluster.MeanShift.html,1,clustering
27,SpectralClustering,sklearn.cluster.SpectralClustering,https://scikit-learn.org/stable/modules/generated/sklearn.cluster.SpectralClustering.html,1,clustering
28,affinity_propagation,sklearn.cluster.affinity_propagation,https://scikit-learn.org/stable/modules/generated/sklearn.cluster.affinity_propagation.html,1,clustering
29,cluster_optics_dbscan,sklearn.cluster.cluster_optics_dbscan,https://scikit-learn.org/stable/modules/generated/sklearn.cluster.cluster_optics_dbscan.html,1,clustering
30,cluster_optics_xi,sklearn.cluster.cluster_optics_xi,https://scikit-learn.org/stable/modules/generated/sklearn.cluster.cluster_optics_xi.html,1,clustering
31,compute_optics_graph,sklearn.cluster.compute_optics_graph,https://scikit-learn.org/stable/modules/generated/sklearn.cluster.compute_optics_graph.html,1,clustering
32,dbscan,sklearn.cluster.dbscan,https://scikit-learn.org/stable/modules/generated/sklearn.cluster.dbscan.html,1,clustering
33,estimate_bandwidth,sklearn.cluster.estimate_bandwidth,https://scikit-learn.org/stable/modules/generated/sklearn.cluster.estimate_bandwidth.html,1,clustering
34,k_means,sklearn.cluster.k_means,https://scikit-learn.org/stable/modules/generated/sklearn.cluster.k_means.html,1,clustering
35,mean_shift,sklearn.cluster.mean_shift,https://scikit-learn.org/stable/modules/generated/sklearn.cluster.mean_shift.html,1,clustering
36,spectral_clustering,sklearn.cluster.spectral_clustering,https://scikit-learn.org/stable/modules/generated/sklearn.cluster.spectral_clustering.html,1,clustering
37,ward_tree,sklearn.cluster.ward_tree,https://scikit-learn.org/stable/modules/generated/sklearn.cluster.ward_tree.html,1,clustering
38,SpectralBiclustering,sklearn.cluster.bicluster.SpectralBiclustering,https://scikit-learn.org/stable/modules/generated/sklearn.cluster.bicluster.SpectralBiclustering.html,1,clustering
39,SpectralCoclustering,sklearn.cluster.bicluster.SpectralCoclustering,https://scikit-learn.org/stable/modules/generated/sklearn.cluster.bicluster.SpectralCoclustering.html,1,clustering
40,ColumnTransformer,sklearn.compose.ColumnTransformer,https://scikit-learn.org/stable/modules/generated/sklearn.compose.ColumnTransformer.html,1,model_declaration
41,TransformedTargetRegressor,sklearn.compose.TransformedTargetRegressor,https://scikit-learn.org/stable/modules/generated/sklearn.compose.TransformedTargetRegressor.html,1,compose
42,make_column_transformer,sklearn.compose.make_column_transformer,https://scikit-learn.org/stable/modules/generated/sklearn.compose.make_column_transformer.html,1,compose
43,EmpiricalCovariance,sklearn.covariance.EmpiricalCovariance,https://scikit-learn.org/stable/modules/generated/sklearn.covariance.EmpiricalCovariance.html,1,covariance
44,EllipticEnvelope,sklearn.covariance.EllipticEnvelope,https://scikit-learn.org/stable/modules/generated/sklearn.covariance.EllipticEnvelope.html,1,covariance
45,GraphicalLasso,sklearn.covariance.GraphicalLasso,https://scikit-learn.org/stable/modules/generated/sklearn.covariance.GraphicalLasso.html,1,covariance
46,GraphicalLassoCV,sklearn.covariance.GraphicalLassoCV,https://scikit-learn.org/stable/modules/generated/sklearn.covariance.GraphicalLassoCV.html,1,covariance
47,LedoitWolf,sklearn.covariance.LedoitWolf,https://scikit-learn.org/stable/modules/generated/sklearn.covariance.LedoitWolf.html,1,covariance
48,MinCovDet,sklearn.covariance.MinCovDet,https://scikit-learn.org/stable/modules/generated/sklearn.covariance.MinCovDet.html,1,covariance
49,OAS,sklearn.covariance.OAS,https://scikit-learn.org/stable/modules/generated/sklearn.covariance.OAS.html,1,covariance
50,ShrunkCovariance,sklearn.covariance.ShrunkCovariance,https://scikit-learn.org/stable/modules/generated/sklearn.covariance.ShrunkCovariance.html,1,covariance
51,empirical_covariance,sklearn.covariance.empirical_covariance,https://scikit-learn.org/stable/modules/generated/sklearn.covariance.empirical_covariance.html,1,covariance
52,graphical_lasso,sklearn.covariance.graphical_lasso,https://scikit-learn.org/stable/modules/generated/sklearn.covariance.graphical_lasso.html,1,covariance
53,ledoit_wolf,sklearn.covariance.ledoit_wolf,https://scikit-learn.org/stable/modules/generated/sklearn.covariance.ledoit_wolf.html,1,covariance
54,oas,sklearn.covariance.oas,https://scikit-learn.org/stable/modules/generated/sklearn.covariance.oas.html,1,covariance
55,shrunk_covariance,sklearn.covariance.shrunk_covariance,https://scikit-learn.org/stable/modules/generated/sklearn.covariance.shrunk_covariance.html,1,covariance
56,CCA,sklearn.cross_decomposition.CCA,https://scikit-learn.org/stable/modules/generated/sklearn.cross_decomposition.CCA.html,1,cross_decomposition
57,PLSCanonical,sklearn.cross_decomposition.PLSCanonical,https://scikit-learn.org/stable/modules/generated/sklearn.cross_decomposition.PLSCanonical.html,1,cross_decomposition
58,PLSRegression,sklearn.cross_decomposition.PLSRegression,https://scikit-learn.org/stable/modules/generated/sklearn.cross_decomposition.PLSRegression.html,1,cross_decomposition
59,PLSSVD,sklearn.cross_decomposition.PLSSVD,https://scikit-learn.org/stable/modules/generated/sklearn.cross_decomposition.PLSSVD.html,1,cross_decomposition
60,clear_data_home,sklearn.datasets.clear_data_home,https://scikit-learn.org/stable/modules/generated/sklearn.datasets.clear_data_home.html,1,datasets
61,dump_svmlight_file,sklearn.datasets.dump_svmlight_file,https://scikit-learn.org/stable/modules/generated/sklearn.datasets.dump_svmlight_file.html,1,datasets
62,fetch_20newsgroups,sklearn.datasets.fetch_20newsgroups,https://scikit-learn.org/stable/modules/generated/sklearn.datasets.fetch_20newsgroups.html,1,data_loading
63,fetch_20newsgroups_vectorized,sklearn.datasets.fetch_20newsgroups_vectorized,https://scikit-learn.org/stable/modules/generated/sklearn.datasets.fetch_20newsgroups_vectorized.html,1,data_loading
64,fetch_california_housing,sklearn.datasets.fetch_california_housing,https://scikit-learn.org/stable/modules/generated/sklearn.datasets.fetch_california_housing.html,1,data_loading
65,fetch_covtype,sklearn.datasets.fetch_covtype,https://scikit-learn.org/stable/modules/generated/sklearn.datasets.fetch_covtype.html,1,data_loading
66,fetch_kddcup99,sklearn.datasets.fetch_kddcup99,https://scikit-learn.org/stable/modules/generated/sklearn.datasets.fetch_kddcup99.html,1,data_loading
67,fetch_lfw_pairs,sklearn.datasets.fetch_lfw_pairs,https://scikit-learn.org/stable/modules/generated/sklearn.datasets.fetch_lfw_pairs.html,1,data_loading
68,fetch_lfw_people,sklearn.datasets.fetch_lfw_people,https://scikit-learn.org/stable/modules/generated/sklearn.datasets.fetch_lfw_people.html,1,data_loading
69,fetch_olivetti_faces,sklearn.datasets.fetch_olivetti_faces,https://scikit-learn.org/stable/modules/generated/sklearn.datasets.fetch_olivetti_faces.html,1,data_loading
70,fetch_openml,sklearn.datasets.fetch_openml,https://scikit-learn.org/stable/modules/generated/sklearn.datasets.fetch_openml.html,1,data_loading
71,fetch_rcv1,sklearn.datasets.fetch_rcv1,https://scikit-learn.org/stable/modules/generated/sklearn.datasets.fetch_rcv1.html,1,data_loading
72,fetch_species_distributions,sklearn.datasets.fetch_species_distributions,https://scikit-learn.org/stable/modules/generated/sklearn.datasets.fetch_species_distributions.html,1,data_loading
73,get_data_home,sklearn.datasets.get_data_home,https://scikit-learn.org/stable/modules/generated/sklearn.datasets.get_data_home.html,1,datasets
74,load_boston,sklearn.datasets.load_boston,https://scikit-learn.org/stable/modules/generated/sklearn.datasets.load_boston.html,1,data_loading
75,load_breast_cancer,sklearn.datasets.load_breast_cancer,https://scikit-learn.org/stable/modules/generated/sklearn.datasets.load_breast_cancer.html,1,data_loading
76,load_diabetes,sklearn.datasets.load_diabetes,https://scikit-learn.org/stable/modules/generated/sklearn.datasets.load_diabetes.html,1,data_loading
77,load_digits,sklearn.datasets.load_digits,https://scikit-learn.org/stable/modules/generated/sklearn.datasets.load_digits.html,1,data_loading
78,load_files,sklearn.datasets.load_files,https://scikit-learn.org/stable/modules/generated/sklearn.datasets.load_files.html,1,data_loading
79,load_iris,sklearn.datasets.load_iris,https://scikit-learn.org/stable/modules/generated/sklearn.datasets.load_iris.html,1,data_loading
80,load_linnerud,sklearn.datasets.load_linnerud,https://scikit-learn.org/stable/modules/generated/sklearn.datasets.load_linnerud.html,1,data_loading
81,load_sample_image,sklearn.datasets.load_sample_image,https://scikit-learn.org/stable/modules/generated/sklearn.datasets.load_sample_image.html,1,data_loading
82,load_sample_images,sklearn.datasets.load_sample_images,https://scikit-learn.org/stable/modules/generated/sklearn.datasets.load_sample_images.html,1,data_loading
83,load_svmlight_file,sklearn.datasets.load_svmlight_file,https://scikit-learn.org/stable/modules/generated/sklearn.datasets.load_svmlight_file.html,1,data_loading
84,load_svmlight_files,sklearn.datasets.load_svmlight_files,https://scikit-learn.org/stable/modules/generated/sklearn.datasets.load_svmlight_files.html,1,data_loading
85,load_wine,sklearn.datasets.load_wine,https://scikit-learn.org/stable/modules/generated/sklearn.datasets.load_wine.html,1,data_loading
86,make_biclusters,sklearn.datasets.make_biclusters,https://scikit-learn.org/stable/modules/generated/sklearn.datasets.make_biclusters.html,1,datasets
87,make_blobs,sklearn.datasets.make_blobs,https://scikit-learn.org/stable/modules/generated/sklearn.datasets.make_blobs.html,1,datasets
88,make_checkerboard,sklearn.datasets.make_checkerboard,https://scikit-learn.org/stable/modules/generated/sklearn.datasets.make_checkerboard.html,1,datasets
89,make_circles,sklearn.datasets.make_circles,https://scikit-learn.org/stable/modules/generated/sklearn.datasets.make_circles.html,1,datasets
90,make_classification,sklearn.datasets.make_classification,https://scikit-learn.org/stable/modules/generated/sklearn.datasets.make_classification.html,1,datasets
91,make_friedman1,sklearn.datasets.make_friedman1,https://scikit-learn.org/stable/modules/generated/sklearn.datasets.make_friedman1.html,1,datasets
92,make_friedman2,sklearn.datasets.make_friedman2,https://scikit-learn.org/stable/modules/generated/sklearn.datasets.make_friedman2.html,1,datasets
93,make_friedman3,sklearn.datasets.make_friedman3,https://scikit-learn.org/stable/modules/generated/sklearn.datasets.make_friedman3.html,1,datasets
94,make_gaussian_quantiles,sklearn.datasets.make_gaussian_quantiles,https://scikit-learn.org/stable/modules/generated/sklearn.datasets.make_gaussian_quantiles.html,1,datasets
95,make_hastie_10_2,sklearn.datasets.make_hastie_10_2,https://scikit-learn.org/stable/modules/generated/sklearn.datasets.make_hastie_10_2.html,1,datasets
96,make_low_rank_matrix,sklearn.datasets.make_low_rank_matrix,https://scikit-learn.org/stable/modules/generated/sklearn.datasets.make_low_rank_matrix.html,1,datasets
97,make_moons,sklearn.datasets.make_moons,https://scikit-learn.org/stable/modules/generated/sklearn.datasets.make_moons.html,1,datasets
98,make_multilabel_classification,sklearn.datasets.make_multilabel_classification,https://scikit-learn.org/stable/modules/generated/sklearn.datasets.make_multilabel_classification.html,1,datasets
99,make_regression,sklearn.datasets.make_regression,https://scikit-learn.org/stable/modules/generated/sklearn.datasets.make_regression.html,1,datasets
100,make_s_curve,sklearn.datasets.make_s_curve,https://scikit-learn.org/stable/modules/generated/sklearn.datasets.make_s_curve.html,1,datasets
101,make_sparse_coded_signal,sklearn.datasets.make_sparse_coded_signal,https://scikit-learn.org/stable/modules/generated/sklearn.datasets.make_sparse_coded_signal.html,1,datasets
102,make_sparse_spd_matrix,sklearn.datasets.make_sparse_spd_matrix,https://scikit-learn.org/stable/modules/generated/sklearn.datasets.make_sparse_spd_matrix.html,1,datasets
103,make_sparse_uncorrelated,sklearn.datasets.make_sparse_uncorrelated,https://scikit-learn.org/stable/modules/generated/sklearn.datasets.make_sparse_uncorrelated.html,1,datasets
104,make_spd_matrix,sklearn.datasets.make_spd_matrix,https://scikit-learn.org/stable/modules/generated/sklearn.datasets.make_spd_matrix.html,1,datasets
105,make_swiss_roll,sklearn.datasets.make_swiss_roll,https://scikit-learn.org/stable/modules/generated/sklearn.datasets.make_swiss_roll.html,1,datasets
106,DictionaryLearning,sklearn.decomposition.DictionaryLearning,https://scikit-learn.org/stable/modules/generated/sklearn.decomposition.DictionaryLearning.html,1,decomposition
107,FactorAnalysis,sklearn.decomposition.FactorAnalysis,https://scikit-learn.org/stable/modules/generated/sklearn.decomposition.FactorAnalysis.html,1,decomposition
108,FastICA,sklearn.decomposition.FastICA,https://scikit-learn.org/stable/modules/generated/sklearn.decomposition.FastICA.html,1,decomposition
109,IncrementalPCA,sklearn.decomposition.IncrementalPCA,https://scikit-learn.org/stable/modules/generated/sklearn.decomposition.IncrementalPCA.html,1,decomposition
110,KernelPCA,sklearn.decomposition.KernelPCA,https://scikit-learn.org/stable/modules/generated/sklearn.decomposition.KernelPCA.html,1,decomposition
111,LatentDirichletAllocation,sklearn.decomposition.LatentDirichletAllocation,https://scikit-learn.org/stable/modules/generated/sklearn.decomposition.LatentDirichletAllocation.html,1,decomposition
112,MiniBatchDictionaryLearning,sklearn.decomposition.MiniBatchDictionaryLearning,https://scikit-learn.org/stable/modules/generated/sklearn.decomposition.MiniBatchDictionaryLearning.html,1,decomposition
113,MiniBatchSparsePCA,sklearn.decomposition.MiniBatchSparsePCA,https://scikit-learn.org/stable/modules/generated/sklearn.decomposition.MiniBatchSparsePCA.html,1,decomposition
114,NMF,sklearn.decomposition.NMF,https://scikit-learn.org/stable/modules/generated/sklearn.decomposition.NMF.html,1,decomposition
115,PCA,sklearn.decomposition.PCA,https://scikit-learn.org/stable/modules/generated/sklearn.decomposition.PCA.html,1,decomposition
116,SparsePCA,sklearn.decomposition.SparsePCA,https://scikit-learn.org/stable/modules/generated/sklearn.decomposition.SparsePCA.html,1,decomposition
117,SparseCoder,sklearn.decomposition.SparseCoder,https://scikit-learn.org/stable/modules/generated/sklearn.decomposition.SparseCoder.html,1,decomposition
118,TruncatedSVD,sklearn.decomposition.TruncatedSVD,https://scikit-learn.org/stable/modules/generated/sklearn.decomposition.TruncatedSVD.html,1,decomposition
119,dict_learning,sklearn.decomposition.dict_learning,https://scikit-learn.org/stable/modules/generated/sklearn.decomposition.dict_learning.html,1,decomposition
120,dict_learning_online,sklearn.decomposition.dict_learning_online,https://scikit-learn.org/stable/modules/generated/sklearn.decomposition.dict_learning_online.html,1,decomposition
121,fastica,sklearn.decomposition.fastica,https://scikit-learn.org/stable/modules/generated/sklearn.decomposition.fastica.html,1,decomposition
122,non_negative_factorization,sklearn.decomposition.non_negative_factorization,https://scikit-learn.org/stable/modules/generated/sklearn.decomposition.non_negative_factorization.html,1,decomposition
123,sparse_encode,sklearn.decomposition.sparse_encode,https://scikit-learn.org/stable/modules/generated/sklearn.decomposition.sparse_encode.html,1,decomposition
124,LinearDiscriminantAnalysis,sklearn.discriminant_analysis.LinearDiscriminantAnalysis,https://scikit-learn.org/stable/modules/generated/sklearn.discriminant_analysis.LinearDiscriminantAnalysis.html,1,discriminant_analysis
125,QuadraticDiscriminantAnalysis,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,https://scikit-learn.org/stable/modules/generated/sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis.html,1,discriminant_analysis
126,DummyClassifier,sklearn.dummy.DummyClassifier,https://scikit-learn.org/stable/modules/generated/sklearn.dummy.DummyClassifier.html,1,dummy
127,DummyRegressor,sklearn.dummy.DummyRegressor,https://scikit-learn.org/stable/modules/generated/sklearn.dummy.DummyRegressor.html,1,dummy
128,AdaBoostClassifier,sklearn.ensemble.AdaBoostClassifier,https://scikit-learn.org/stable/modules/generated/sklearn.ensemble.AdaBoostClassifier.html,1,classification
129,AdaBoostRegressor,sklearn.ensemble.AdaBoostRegressor,https://scikit-learn.org/stable/modules/generated/sklearn.ensemble.AdaBoostRegressor.html,1,regression
130,BaggingClassifier,sklearn.ensemble.BaggingClassifier,https://scikit-learn.org/stable/modules/generated/sklearn.ensemble.BaggingClassifier.html,1,classification
131,BaggingRegressor,sklearn.ensemble.BaggingRegressor,https://scikit-learn.org/stable/modules/generated/sklearn.ensemble.BaggingRegressor.html,1,regression
132,ExtraTreesClassifier,sklearn.ensemble.ExtraTreesClassifier,https://scikit-learn.org/stable/modules/generated/sklearn.ensemble.ExtraTreesClassifier.html,1,classification
133,ExtraTreesRegressor,sklearn.ensemble.ExtraTreesRegressor,https://scikit-learn.org/stable/modules/generated/sklearn.ensemble.ExtraTreesRegressor.html,1,regression
134,GradientBoostingClassifier,sklearn.ensemble.GradientBoostingClassifier,https://scikit-learn.org/stable/modules/generated/sklearn.ensemble.GradientBoostingClassifier.html,1,classification
135,GradientBoostingRegressor,sklearn.ensemble.GradientBoostingRegressor,https://scikit-learn.org/stable/modules/generated/sklearn.ensemble.GradientBoostingRegressor.html,1,regression
136,IsolationForest,sklearn.ensemble.IsolationForest,https://scikit-learn.org/stable/modules/generated/sklearn.ensemble.IsolationForest.html,1,ensemble
137,RandomForestClassifier,sklearn.ensemble.RandomForestClassifier,https://scikit-learn.org/stable/modules/generated/sklearn.ensemble.RandomForestClassifier.html,1,classification
138,RandomForestRegressor,sklearn.ensemble.RandomForestRegressor,https://scikit-learn.org/stable/modules/generated/sklearn.ensemble.RandomForestRegressor.html,1,regression
139,RandomTreesEmbedding,sklearn.ensemble.RandomTreesEmbedding,https://scikit-learn.org/stable/modules/generated/sklearn.ensemble.RandomTreesEmbedding.html,1,ensemble
140,VotingClassifier,sklearn.ensemble.VotingClassifier,https://scikit-learn.org/stable/modules/generated/sklearn.ensemble.VotingClassifier.html,1,classification
141,VotingRegressor,sklearn.ensemble.VotingRegressor,https://scikit-learn.org/stable/modules/generated/sklearn.ensemble.VotingRegressor.html,1,regression
142,HistGradientBoostingRegressor,sklearn.ensemble.HistGradientBoostingRegressor,https://scikit-learn.org/stable/modules/generated/sklearn.ensemble.HistGradientBoostingRegressor.html,1,regression
143,HistGradientBoostingClassifier,sklearn.ensemble.HistGradientBoostingClassifier,https://scikit-learn.org/stable/modules/generated/sklearn.ensemble.HistGradientBoostingClassifier.html,1,classification
144,ChangedBehaviorWarning,sklearn.exceptions.ChangedBehaviorWarning,https://scikit-learn.org/stable/modules/generated/sklearn.exceptions.ChangedBehaviorWarning.html,1,exceptions
145,ConvergenceWarning,sklearn.exceptions.ConvergenceWarning,https://scikit-learn.org/stable/modules/generated/sklearn.exceptions.ConvergenceWarning.html,1,exceptions
146,DataConversionWarning,sklearn.exceptions.DataConversionWarning,https://scikit-learn.org/stable/modules/generated/sklearn.exceptions.DataConversionWarning.html,1,exceptions
147,DataDimensionalityWarning,sklearn.exceptions.DataDimensionalityWarning,https://scikit-learn.org/stable/modules/generated/sklearn.exceptions.DataDimensionalityWarning.html,1,exceptions
148,EfficiencyWarning,sklearn.exceptions.EfficiencyWarning,https://scikit-learn.org/stable/modules/generated/sklearn.exceptions.EfficiencyWarning.html,1,exceptions
149,FitFailedWarning,sklearn.exceptions.FitFailedWarning,https://scikit-learn.org/stable/modules/generated/sklearn.exceptions.FitFailedWarning.html,1,exceptions
150,NotFittedError,sklearn.exceptions.NotFittedError,https://scikit-learn.org/stable/modules/generated/sklearn.exceptions.NotFittedError.html,1,exceptions
151,NonBLASDotWarning,sklearn.exceptions.NonBLASDotWarning,https://scikit-learn.org/stable/modules/generated/sklearn.exceptions.NonBLASDotWarning.html,1,exceptions
152,UndefinedMetricWarning,sklearn.exceptions.UndefinedMetricWarning,https://scikit-learn.org/stable/modules/generated/sklearn.exceptions.UndefinedMetricWarning.html,1,exceptions
153,enable_hist_gradient_boosting,sklearn.experimental.enable_hist_gradient_boosting,https://scikit-learn.org/stable/modules/generated/sklearn.experimental.enable_hist_gradient_boosting.html,1,experimental
154,enable_iterative_imputer,sklearn.experimental.enable_iterative_imputer,https://scikit-learn.org/stable/modules/generated/sklearn.experimental.enable_iterative_imputer.html,1,experimental
155,DictVectorizer,sklearn.feature_extraction.DictVectorizer,https://scikit-learn.org/stable/modules/generated/sklearn.feature_extraction.DictVectorizer.html,1,feature_extraction
156,FeatureHasher,sklearn.feature_extraction.FeatureHasher,https://scikit-learn.org/stable/modules/generated/sklearn.feature_extraction.FeatureHasher.html,1,feature_extraction
157,extract_patches_2d,sklearn.feature_extraction.image.extract_patches_2d,https://scikit-learn.org/stable/modules/generated/sklearn.feature_extraction.image.extract_patches_2d.html,1,feature_extraction.image
158,grid_to_graph,sklearn.feature_extraction.image.grid_to_graph,https://scikit-learn.org/stable/modules/generated/sklearn.feature_extraction.image.grid_to_graph.html,1,feature_extraction.image
159,img_to_graph,sklearn.feature_extraction.image.img_to_graph,https://scikit-learn.org/stable/modules/generated/sklearn.feature_extraction.image.img_to_graph.html,1,feature_extraction.image
160,reconstruct_from_patches_2d,sklearn.feature_extraction.image.reconstruct_from_patches_2d,https://scikit-learn.org/stable/modules/generated/sklearn.feature_extraction.image.reconstruct_from_patches_2d.html,1,feature_extraction.image
161,PatchExtractor,sklearn.feature_extraction.image.PatchExtractor,https://scikit-learn.org/stable/modules/generated/sklearn.feature_extraction.image.PatchExtractor.html,1,feature_extraction.image
162,CountVectorizer,sklearn.feature_extraction.text.CountVectorizer,https://scikit-learn.org/stable/modules/generated/sklearn.feature_extraction.text.CountVectorizer.html,1,feature_extraction.text
163,HashingVectorizer,sklearn.feature_extraction.text.HashingVectorizer,https://scikit-learn.org/stable/modules/generated/sklearn.feature_extraction.text.HashingVectorizer.html,1,feature_extraction.text
164,TfidfTransformer,sklearn.feature_extraction.text.TfidfTransformer,https://scikit-learn.org/stable/modules/generated/sklearn.feature_extraction.text.TfidfTransformer.html,1,feature_extraction.text
165,TfidfVectorizer,sklearn.feature_extraction.text.TfidfVectorizer,https://scikit-learn.org/stable/modules/generated/sklearn.feature_extraction.text.TfidfVectorizer.html,1,feature_extraction.text
166,GenericUnivariateSelect,sklearn.feature_selection.GenericUnivariateSelect,https://scikit-learn.org/stable/modules/generated/sklearn.feature_selection.GenericUnivariateSelect.html,1,feature_selection
167,SelectPercentile,sklearn.feature_selection.SelectPercentile,https://scikit-learn.org/stable/modules/generated/sklearn.feature_selection.SelectPercentile.html,1,feature_selection
168,SelectKBest,sklearn.feature_selection.SelectKBest,https://scikit-learn.org/stable/modules/generated/sklearn.feature_selection.SelectKBest.html,1,feature_selection
169,SelectFpr,sklearn.feature_selection.SelectFpr,https://scikit-learn.org/stable/modules/generated/sklearn.feature_selection.SelectFpr.html,1,feature_selection
170,SelectFdr,sklearn.feature_selection.SelectFdr,https://scikit-learn.org/stable/modules/generated/sklearn.feature_selection.SelectFdr.html,1,feature_selection
171,SelectFromModel,sklearn.feature_selection.SelectFromModel,https://scikit-learn.org/stable/modules/generated/sklearn.feature_selection.SelectFromModel.html,1,feature_selection
172,SelectFwe,sklearn.feature_selection.SelectFwe,https://scikit-learn.org/stable/modules/generated/sklearn.feature_selection.SelectFwe.html,1,feature_selection
173,RFE,sklearn.feature_selection.RFE,https://scikit-learn.org/stable/modules/generated/sklearn.feature_selection.RFE.html,1,feature_selection
174,RFECV,sklearn.feature_selection.RFECV,https://scikit-learn.org/stable/modules/generated/sklearn.feature_selection.RFECV.html,1,feature_selection
